, 544
wharfkeepers, 1
wharfs, 1
what, 202
whatever, 17
whatsoever, 6
wheat, 2
wheaten, 1
when, 268
whence, 10
whencesoever, 1
whenever, 4
where, 186
whereas, 22
whereby, 1
wherefore, 1
wherein, 7
whereof, 9
whereunto, 1
whereupon, 1
wherever, 8
wherewith, 1
wherries, 1
whether, 49
whetstone, 1
which, 570
while, 89
whimsies, 1
whimsy, 1
whip, 1
whipped, 2
whispers, 1
white, 8
whitechappel, 31
whitecross, 2
whitehall, 1
whites, 2
whither, 18
who, 286
whoever, 3
whole, 106
wholesome, 7
wholly, 4
whom, 54
whose, 29
why, 39
wicked, 14
wickedness, 6
wide, 3
widen, 1
widening, 1
widest, 2
widger, 2
wife, 24
wifes, 1
wilful, 1
will, 107
willing, 12
willingly, 4
willingness, 1
wills, 1
wind, 10
windingsheet, 1
windmill, 1
window, 13
windows, 25
windowshutters, 1
winds, 2
windsor, 1
windward, 1
wine, 1
wings, 1
winter, 3
wire, 1
wise, 2
wisely, 1
wiser, 1
wish, 5
wished, 1
witches, 1
with, 649
withal, 1
withdraw, 1
withdrew, 1
within, 82
without, 94
withstanding, 1
withstood, 1
witness, 1
wits, 3
wives, 3
wizards, 3
woe, 5
woman, 27
women, 34
womens, 2
wonder, 7
wondered, 10
wonderful, 6
wonderfully, 1
wont, 1
wood, 6
woodford, 2
woodmongers, 1
woods, 6
woody, 1
woolchurch, 1
woollen, 1
woolwich, 1
word, 19
words, 14
work, 85
worked, 4
workhouse, 2
working, 3
workman, 1
workmans, 1
workmen, 8
works, 35
world, 23
worn, 1
worse, 15
worship, 9
worshipped, 1
worshippers, 1
worst, 11
worsted, 1
worth, 2
would, 350
wound, 5
wounded, 3
wrap, 1
wrapt, 4
wretch, 1
wretched, 1
wretches, 3
wringing, 1
write, 1
writing, 7
written, 8
wrong, 4
wrote, 2
wrought, 1
www, 9
xviii, 1
yard, 7
yards, 2
yarmouth, 3
ye, 4
yea, 1
year, 47
years, 21
yellings, 1
yellow, 1
yeomen, 1
yes, 8
yet, 135
yield, 1
yonder, 2
yorkshire, 1
you, 286
youll, 2
young, 13
younger, 1
your, 32
yourself, 2
yourselves, 2
youth, 1
youthful, 1
zeal, 6
zealously, 1
zodiac, 1
